input_data,output_labels
"[[696.0009599999998, 626.0004, 791.00064, 626.0004, 791.00064, 761.0004, 696.0009599999998, 761.0004], [694.00128, 556.00074, 781.00032, 556.00074, 781.00032, 725.0002200000001, 694.00128, 725.0002200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(694.00128, 556.00074, 791.00064, 556.00074, 791.00064, 761.0004, 694.00128, 761.0004)"
"[[257.99904000000004, 784.00008, 582.99936, 784.00008, 582.99936, 1080.0, 257.99904000000004, 1080.0], [280.99872, 570.00024, 511.99968000000007, 570.00024, 511.99968000000007, 1077.99984, 280.99872, 1077.99984], [300.99935999999997, 610.99974, 493.99968, 610.99974, 493.99968, 1077.9993, 300.99935999999997, 1077.9993], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(257.99904000000004, 570.00024, 582.99936, 570.00024, 582.99936, 1080.0, 257.99904000000004, 1080.0)"
"[[793.99968, 697.99968, 989.99904, 697.99968, 989.99904, 1019.9995200000001, 793.99968, 1019.9995200000001], [805.0003199999999, 570.00078, 982.00128, 570.00078, 982.00128, 874.00026, 805.0003199999999, 874.00026], [799.0012800000001, 580.9995, 1012.0003200000001, 580.9995, 1012.0003200000001, 922.99986, 799.0012800000001, 922.99986], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(793.99968, 570.00078, 1012.0003200000001, 570.00078, 1012.0003200000001, 1019.9995200000001, 793.99968, 1019.9995200000001)"
"[[755.9990399999999, 875.00034, 1236.99936, 875.00034, 1236.99936, 1079.0004600000002, 755.9990399999999, 1079.0004600000002], [165.00000000000006, 487.00007999999997, 922.0003200000001, 487.00007999999997, 922.0003200000001, 1080.0, 165.00000000000006, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(165.00000000000006, 487.00007999999997, 1236.99936, 487.00007999999997, 1236.99936, 1080.0, 165.00000000000006, 1080.0)"
"[[794.00064, 754.99992, 1130.00064, 754.99992, 1130.00064, 1078.99992, 794.00064, 1078.99992], [551.99904, 499.99950000000007, 907.9996799999999, 499.99950000000007, 907.9996799999999, 1079.99946, 551.99904, 1079.99946], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(551.99904, 499.99950000000007, 1130.00064, 499.99950000000007, 1130.00064, 1079.99946, 551.99904, 1079.99946)"
"[[1515.9993599999998, 422.99982000000006, 1558.99968, 422.99982000000006, 1558.99968, 470.00034, 1515.9993599999998, 470.00034], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[905.00064, 437.0004, 935.00064, 437.0004, 935.00064, 486.0, 905.00064, 486.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1085.9999999999998, 413.00064000000003, 1153.0003199999999, 413.00064000000003, 1153.0003199999999, 464.0004, 1085.9999999999998, 464.0004], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1170.0, 416.00034, 1232.00064, 416.00034, 1232.00064, 461.00070000000005, 1170.0, 461.00070000000005], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1384.00128, 585.9993599999999, 1742.00064, 585.9993599999999, 1742.00064, 1048.99968, 1384.00128, 1048.99968], [1470.0, 441.00018, 1662.0000000000002, 441.00018, 1662.0000000000002, 987.99966, 1470.0, 987.99966], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1384.00128, 441.00018, 1742.00064, 441.00018, 1742.00064, 1048.99968, 1384.00128, 1048.99968)"
"[[187.99967999999998, 604.00026, 397.99967999999996, 604.00026, 397.99967999999996, 854.99982, 187.99967999999998, 854.99982], [58.00032000000001, 439.99956000000003, 258.00096, 439.99956000000003, 258.00096, 1005.99948, 58.00032000000001, 1005.99948], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(58.00032000000001, 439.99956000000003, 397.99967999999996, 439.99956000000003, 397.99967999999996, 1005.99948, 58.00032000000001, 1005.99948)"
"[[341.99999999999994, 551.9993400000001, 822.0, 551.9993400000001, 822.0, 1054.99962, 341.99999999999994, 1054.99962], [465.00096, 417.99942, 674.0006400000001, 417.99942, 674.0006400000001, 894.99978, 465.00096, 894.99978], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(341.99999999999994, 417.99942, 822.0, 417.99942, 822.0, 1054.99962, 341.99999999999994, 1054.99962)"
"[[576.9993599999999, 637.99974, 1170.99936, 637.99974, 1170.99936, 1077.9993000000002, 576.9993599999999, 1077.9993000000002], [465.00096, 417.99942, 674.0006400000001, 417.99942, 674.0006400000001, 894.99978, 465.00096, 894.99978], [810.0, 475.99974, 1013.9999999999999, 475.99974, 1013.9999999999999, 1079.99946, 810.0, 1079.99946], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(465.00096, 417.99942, 1170.99936, 417.99942, 1170.99936, 1079.99946, 465.00096, 1079.99946)"
"[[1.9996800000000015, 712.00026, 538.99872, 712.00026, 538.99872, 1080.00054, 1.9996800000000015, 1080.00054], [58.00032000000001, 439.99956000000003, 258.00096, 439.99956000000003, 258.00096, 1005.99948, 58.00032000000001, 1005.99948], [465.00096, 417.99942, 674.0006400000001, 417.99942, 674.0006400000001, 894.99978, 465.00096, 894.99978], [1.0003200000000012, 496.00025999999997, 125.99999999999997, 496.00025999999997, 125.99999999999997, 1080.00054, 1.0003200000000012, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.0003200000000012, 417.99942, 674.0006400000001, 417.99942, 674.0006400000001, 1080.00054, 1.0003200000000012, 1080.00054)"
"[[1288.00032, 410.0004, 1366.00032, 410.0004, 1366.00032, 466.00056, 1288.00032, 466.00056], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[246.99936, 648.0005399999999, 324.99936, 648.0005399999999, 324.99936, 739.00026, 246.99936, 739.00026], [3.0009599999999903, 611.99982, 361.00032, 611.99982, 361.00032, 1078.99938, 3.0009599999999903, 1078.99938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(3.0009599999999903, 611.99982, 361.00032, 611.99982, 361.00032, 1078.99938, 3.0009599999999903, 1078.99938)"
"[[65.00063999999999, 710.0001000000001, 395.00064000000003, 710.0001000000001, 395.00064000000003, 1080.00054, 65.00063999999999, 1080.00054], [3.0009599999999903, 611.99982, 361.00032, 611.99982, 361.00032, 1078.99938, 3.0009599999999903, 1078.99938], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(3.0009599999999903, 611.99982, 395.00064000000003, 611.99982, 395.00064000000003, 1080.00054, 3.0009599999999903, 1080.00054)"
"[[532.99968, 624.99924, 616.9996799999999, 624.99924, 616.9996799999999, 765.9997200000001, 532.99968, 765.9997200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[729.0, 613.9994399999999, 761.00064, 613.9994399999999, 761.00064, 671.9997599999999, 729.0, 671.9997599999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1000.0003200000001, 592.00038, 1047.0, 592.00038, 1047.0, 660.0004200000001, 1000.0003200000001, 660.0004200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[1162.99968, 652.9998599999999, 1354.9996800000001, 652.9998599999999, 1354.9996800000001, 916.00038, 1162.99968, 916.00038], [1209.99936, 561.00006, 1334.9990400000002, 561.00006, 1334.9990400000002, 847.00026, 1209.99936, 847.00026], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1162.99968, 561.00006, 1354.9996800000001, 561.00006, 1354.9996800000001, 916.00038, 1162.99968, 916.00038)"
"[[1594.00032, 574.00002, 1919.00064, 574.00002, 1919.00064, 1080.00054, 1594.00032, 1080.00054], [1644.99936, 388.00025999999997, 1919.9990400000002, 388.00025999999997, 1919.9990400000002, 1080.00054, 1644.99936, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1594.00032, 388.00025999999997, 1919.9990400000002, 388.00025999999997, 1919.9990400000002, 1080.00054, 1594.00032, 1080.00054)"
"[[1.0003200000000012, 551.99988, 157.00032000000002, 551.99988, 157.00032000000002, 989.00028, 1.0003200000000012, 989.00028], [1.0003200000000012, 432.00054, 123.00096000000002, 432.00054, 123.00096000000002, 686.0003399999999, 1.0003200000000012, 686.0003399999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.0003200000000012, 432.00054, 157.00032000000002, 432.00054, 157.00032000000002, 989.00028, 1.0003200000000012, 989.00028)"
"[[114.99935999999998, 759.0002399999998, 715.99968, 759.0002399999998, 715.99968, 1080.0, 114.99935999999998, 1080.0], [153.0, 438.00048000000004, 677.00064, 438.00048000000004, 677.00064, 1080.0, 153.0, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(114.99935999999998, 438.00048000000004, 715.99968, 438.00048000000004, 715.99968, 1080.0, 114.99935999999998, 1080.0)"
"[[1320.99936, 612.99936, 1919.9990400000002, 612.99936, 1919.9990400000002, 1077.99984, 1320.99936, 1077.99984], [1732.99968, 462.00023999999996, 1917.99936, 462.00023999999996, 1917.99936, 1080.0, 1732.99968, 1080.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1320.99936, 462.00023999999996, 1919.9990400000002, 462.00023999999996, 1919.9990400000002, 1080.0, 1320.99936, 1080.0)"
"[[430.99968, 788.0004, 848.0006400000001, 788.0004, 848.0006400000001, 1080.0, 430.99968, 1080.0], [772.99968, 418.0005, 1178.00064, 418.0005, 1178.00064, 1080.00054, 772.99968, 1080.00054], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(430.99968, 418.0005, 1178.00064, 418.0005, 1178.00064, 1080.00054, 430.99968, 1080.00054)"
"[[1476.99936, 475.00074, 1657.99968, 475.00074, 1657.99968, 617.00022, 1476.99936, 617.00022], [1550.00064, 522.00018, 1881.00096, 522.00018, 1881.00096, 1071.9999, 1550.00064, 1071.9999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1476.99936, 475.00074, 1881.00096, 475.00074, 1881.00096, 1071.9999, 1476.99936, 1071.9999)"
"[[1570.99968, 617.99976, 1873.99872, 617.99976, 1873.99872, 1076.9997600000002, 1570.99968, 1076.9997600000002], [1550.00064, 522.00018, 1881.00096, 522.00018, 1881.00096, 1071.9999, 1550.00064, 1071.9999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1550.00064, 522.00018, 1881.00096, 522.00018, 1881.00096, 1076.9997600000002, 1550.00064, 1076.9997600000002)"
"[[845.9990399999999, 562.99968, 1578.99936, 562.99968, 1578.99936, 1071.99936, 845.9990399999999, 1071.99936], [1074.00096, 294.0003, 1529.0006400000002, 294.0003, 1529.0006400000002, 1012.0005, 1074.00096, 1012.0005], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(845.9990399999999, 294.0003, 1578.99936, 294.0003, 1578.99936, 1071.99936, 845.9990399999999, 1071.99936)"
"[[1713.99936, 407.00015999999994, 1915.0003199999999, 407.00015999999994, 1915.0003199999999, 644.99976, 1713.99936, 644.99976], [1754.00064, 310.9995, 1905.0009599999998, 310.9995, 1905.0009599999998, 598.99986, 1754.00064, 598.99986], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1713.99936, 310.9995, 1915.0003199999999, 310.9995, 1915.0003199999999, 644.99976, 1713.99936, 644.99976)"
"[[1286.9990400000002, 613.99998, 1648.99968, 613.99998, 1648.99968, 1079.99946, 1286.9990400000002, 1079.99946], [1292.00064, 451.99944, 1635.00096, 451.99944, 1635.00096, 1078.99992, 1292.00064, 1078.99992], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1286.9990400000002, 451.99944, 1648.99968, 451.99944, 1648.99968, 1079.99946, 1286.9990400000002, 1079.99946)"
"[[796.00032, 457.99938000000003, 807.0, 457.99938000000003, 807.0, 477.9999, 796.00032, 477.9999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[814.99968, 489.99978, 838.9996799999999, 489.99978, 838.9996799999999, 550.99926, 814.99968, 550.99926], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[848.00064, 498.99996, 906.0, 498.99996, 906.0, 605.99988, 848.00064, 605.99988], [859.99968, 459.00054, 906.99936, 459.00054, 906.99936, 574.0000200000001, 859.99968, 574.0000200000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(848.00064, 459.00054, 906.99936, 459.00054, 906.99936, 605.99988, 848.00064, 605.99988)"
"[[770.99904, 501.00012000000004, 825.9993599999999, 501.00012000000004, 825.9993599999999, 588.0006000000001, 770.99904, 588.0006000000001], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[66.99936, 471.00041999999996, 159.0, 471.00041999999996, 159.0, 532.9999799999999, 66.99936, 532.9999799999999], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[193.00032, 475.0002, 282.0, 475.0002, 282.0, 534.0006, 193.00032, 534.0006], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[306.00000000000006, 468.00018, 356.99904, 468.00018, 356.99904, 511.00038, 306.00000000000006, 511.00038], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[4.999680000000001, 489.99978, 48.0, 489.99978, 48.0, 534.00006, 4.999680000000001, 534.00006], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
"[[274.00032000000004, 539.9999999999999, 376.00032, 539.9999999999999, 376.00032, 703.0000799999999, 274.00032000000004, 703.0000799999999], [222.00096, 466.00056, 586.00032, 466.00056, 586.00032, 1005.00048, 222.00096, 1005.00048], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(222.00096, 466.00056, 586.00032, 466.00056, 586.00032, 1005.00048, 222.00096, 1005.00048)"
"[[1.9996800000000015, 726.99984, 245.99904, 726.99984, 245.99904, 1030.00032, 1.9996800000000015, 1030.00032], [3.999360000000003, 522.00018, 169.99872, 522.00018, 169.99872, 995.00022, 3.999360000000003, 995.00022], [222.00096, 466.00056, 586.00032, 466.00056, 586.00032, 1005.00048, 222.00096, 1005.00048], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(1.9996800000000015, 466.00056, 586.00032, 466.00056, 586.00032, 1030.00032, 1.9996800000000015, 1030.00032)"
"[[94.00032000000003, 929.0003399999999, 654.99936, 929.0003399999999, 654.99936, 1078.00038, 94.00032000000003, 1078.00038], [3.999360000000003, 522.00018, 169.99872, 522.00018, 169.99872, 995.00022, 3.999360000000003, 995.00022], [222.00096, 466.00056, 586.00032, 466.00056, 586.00032, 1005.00048, 222.00096, 1005.00048], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(3.999360000000003, 466.00056, 654.99936, 466.00056, 654.99936, 1078.00038, 3.999360000000003, 1078.00038)"
"[[788.0006400000001, 451.99998, 800.00064, 451.99998, 800.00064, 462.99978000000004, 788.0006400000001, 462.99978000000004], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]]","(2000, 2000, 0, 2000, 0, 0, 2000, 0)"
