input_data	output_labels
[[0.471354, 0.814815, 0.135417, 0.366667], [0.476562, 0.740278, 0.122917, 0.423148], [0.388281, 0.775463, 0.146354, 0.447222]]	(-10837.944504310344, -8633.705549568966, 260.00064, 395.99998000000005, -111.00001999999995, -507.00037999999995, -0.00037999999995008693)
[[0.890104, 0.780093, 0.105208, 0.306481], [0.921354, 0.710648, 0.123958, 0.391667], [0.942187, 0.735185, 0.109375, 0.438889]]	(-12202.510878730664, -4782.585205331339, 201.99936000000002, 330.99929999999995, -22.90070000000003, -512.50018, -0.00018000000000029104)
[[0.944271, 0.876852, 0.108333, 0.244444], [0.921354, 0.710648, 0.123958, 0.391667], [0.942187, 0.735185, 0.109375, 0.438889]]	(-2887.246234077398, -1405.4427873392406, 207.99936000000002, 262.9996000000001, 60.59960000000012, -290.69992, -0.9999199999999746)
[[0.653906, 0.840278, 0.201563, 0.312037], [0.75651, 0.681019, 0.067187, 0.315741], [0.660677, 0.761574, 0.192188, 0.469444]]	(-36204.66369964263, -19662.05293201385, 387.00095999999985, 336.99974, -119.10026000000005, -590.1002199999999, -0.00021999999989930075)
[[0.377865, 0.889815, 0.149479, 0.216667], [0.476562, 0.740278, 0.122917, 0.423148], [0.388281, 0.775463, 0.146354, 0.447222]]	(-4385.371660859466, -4203.69918699187, 286.9996800000001, 233.99997999999994, -256.00002000000006, -490.00037999999995, -0.00037999999995008693)
[[0.041146, 0.808796, 0.08125, 0.287963], [0.086198, 0.616204, 0.057813, 0.156481], [0.025781, 0.841204, 0.050521, 0.317593]]	(-39.01708572996209, -216.83061974134984, 156.00000000000003, 351.00034000000005, 7.900340000000028, -311.99969999999985, -0.9996999999998479)
[[0.173698, 0.849537, 0.172396, 0.299074], [0.276562, 0.702778, 0.076042, 0.32963], [0.247135, 0.6875, 0.082812, 0.267593], [0.223958, 0.770833, 0.147917, 0.45463], [0.16849, 0.769444, 0.174479, 0.451852]]	(-1006.8003016103498, -1769.799119574076, 331.00032000000004, 322.0, -237.70000000000005, -437.29991999999993, -0.9999199999999746)
[[0.766406, 0.783333, 0.064062, 0.188889], [0.765365, 0.613426, 0.060937, 0.208333], [0.727865, 0.634722, 0.061979, 0.199074], [0.659635, 0.761574, 0.190104, 0.475]]	(-16639.31797564199, -8129.588449587485, 122.99904000000015, 203.00042000000008, -193.99957999999992, -397.99969999999996, -0.9996999999999616)
[[0.163542, 0.541667, 0.042708, 0.05]]	(-1463.668881907469, -2620.2361264571605, 81.99936000000002, 519.99964, -69.30036000000001, 35.199640000000045, 465.99964)
[[0.140625, 0.533796, 0.029167, 0.028704]]	(-1463.668881907469, -2620.2361264571605, 56.000639999999976, 517.0004799999999, -72.29952000000009, 55.20015999999998, 486.00015999999994)
[[0.073438, 0.75787, 0.065625, 0.152778], [0.086979, 0.618519, 0.051042, 0.155556], [0.167448, 0.766667, 0.178646, 0.446296], [0.026302, 0.841204, 0.051562, 0.313889]]	(-74.59277345564051, -230.54753240738935, 125.99999999999999, 164.00052000000005, -112.19948, -338.99972000000014, -59.79972000000009)
[[0.194531, 0.635185, 0.022396, 0.038889]]	(-1463.668881907469, -2620.2361264571605, 43.00031999999999, 413.00026, -176.29973999999999, -59.79985999999997, 371.00014)
[[0.278906, 0.742593, 0.085938, 0.246296], [0.276562, 0.703241, 0.078125, 0.325], [0.25, 0.684722, 0.091667, 0.275], [0.223177, 0.770833, 0.147396, 0.45463], [0.167448, 0.766667, 0.178646, 0.446296]]	(-338.38826613504597, -441.8127443029099, 165.0009599999999, 324.7994000000001, -145.50059999999985, -296.60028, -42.80027999999993)
[[0.472135, 0.816204, 0.131771, 0.363889], [0.478125, 0.740278, 0.123958, 0.419444], [0.389583, 0.773611, 0.14375, 0.44537]]	(-9903.836002837515, -7970.3217685931895, 253.00032, 392.99974, -110.00026000000003, -503.0003800000002, -0.0003800000001774606)
[[0.890365, 0.780093, 0.109896, 0.297222], [0.920573, 0.712037, 0.111979, 0.396296], [0.942187, 0.735185, 0.113542, 0.433333], [0.954427, 0.821296, 0.086979, 0.105556]]	(27774.624513668874, 11230.31945198706, 211.00031999999987, 320.99943999999994, -32.10056000000009, -495.80032, 40.99968000000001)
[[0.653385, 0.84213, 0.199479, 0.313889], [0.727865, 0.634722, 0.061979, 0.199074], [0.659635, 0.761574, 0.190104, 0.475]]	(-17931.59909925917, -9943.140711270087, 382.9996799999999, 338.99965999999995, -137.40034000000003, -558.7004600000002, -0.0004600000002028537)
[[0.945312, 0.875926, 0.107292, 0.246296], [0.920573, 0.712037, 0.111979, 0.396296], [0.942187, 0.735185, 0.113542, 0.433333], [0.954427, 0.821296, 0.086979, 0.105556]]	(-2954.6724572945445, -1441.517815470309, 206.00063999999998, 264.99976000000004, 53.49976000000004, -285.59992, -0.9999199999999746)
[[0.009375, 0.659259, 0.017708, 0.075926]]	(-52.52250118708452, -300.58259437321937, 33.99936000000001, 407.0003199999999, 48.000319999999874, -33.99976000000004, 325.00023999999996)
[[0.173698, 0.847685, 0.174479, 0.302778], [0.276562, 0.703241, 0.078125, 0.325], [0.25, 0.684722, 0.091667, 0.275], [0.223177, 0.770833, 0.147396, 0.45463], [0.167448, 0.766667, 0.178646, 0.446296]]	(-1463.668881907469, -2620.2361264571605, 334.99968, 326.00032, -263.29968, -431.79991999999993, -0.9999199999999746)
[[0.041406, 0.809259, 0.081771, 0.285185], [0.086979, 0.618519, 0.051042, 0.155556], [0.026302, 0.841204, 0.051562, 0.313889]]	(-52.52250118708452, -300.58259437321937, 157.00032, 358.0001800000001, -0.999819999999886, -308.99962000000005, 50.00037999999995)
[[0.395313, 0.880556, 0.182292, 0.235185], [0.478125, 0.740278, 0.123958, 0.419444], [0.389583, 0.773611, 0.14375, 0.44537]]	(-3582.8907142857142, -3208.87375, 350.00064, 253.99942, -229.00058, -483.00037999999995, -0.00037999999995008693)
[[0.283073, 0.816667, 0.274479, 0.366667], [0.254167, 0.715741, 0.195833, 0.568519]]	(1622.1656331164256, 1205.9540739570516, 526.9996799999999, 395.99982, 22.899819999999977, -964.80054, -0.0005400000000008731)
[[0.015104, 0.559259, 0.026042, 0.051852]]	(-20.073563211929542, -75.9184160385545, 50.00063999999999, 111.70036000000016, -4.999639999999886, -60.99979999999994, 87.80020000000002)
[[0.007552, 0.602778, 0.015104, 0.053704]]	(-20.073563211929542, -75.9184160385545, 28.999679999999998, 65.69992000000002, -51.000080000000025, -109.00040000000001, 39.79959999999994)
[[0.051042, 0.62037, 0.072917, 0.090741], [0.054167, 0.575926, 0.035417, 0.094444]]	(-20.073563211929542, -75.9184160385545, 140.00064, 66.70054000000005, -49.99946, -147.99973999999997, 0.8002599999999802)
[[0.040625, 0.680556, 0.080208, 0.137037], [0.054167, 0.575926, 0.035417, 0.094444]]	(-20.073563211929542, -75.9184160385545, 153.99936, 26.699500000000057, -90.00049999999999, -238.0004600000001, -89.20046000000013)
[[0.121615, 0.568519, 0.021354, 0.025926], [0.142187, 0.689815, 0.072917, 0.32037]]	(-420.07042996570823, -893.3976523344764, 40.999679999999984, 320.99951999999996, -28.00048000000004, -56.00055999999995, 292.99944000000005)
[[0.1625, 0.587037, 0.023958, 0.07037], [0.142187, 0.689815, 0.072917, 0.32037]]	(-214.5125, -349.60625, 45.99935999999997, 117.99983999999995, -29.00016000000005, -104.99976000000004, 42.00023999999996)
[[0.179167, 0.617593, 0.036458, 0.087037], [0.142187, 0.689815, 0.072917, 0.32037], [0.231771, 0.662963, 0.0875, 0.283333]]	(-214.5125, -349.60625, 69.99935999999997, 93.99954000000002, -53.000459999999975, -147.00041999999996, -0.0004199999999627835)
[[0.260677, 0.597222, 0.017188, 0.046296], [0.25599, 0.556019, 0.024479, 0.087963], [0.231771, 0.662963, 0.0875, 0.283333]]	(-401.540582311591, -537.8251135640727, 33.000959999999964, 389.4000799999999, -66.99992000000009, -116.99959999999999, 211.10040000000004)
[[0.249479, 0.596296, 0.022917, 0.040741], [0.25599, 0.556019, 0.024479, 0.087963], [0.231771, 0.662963, 0.0875, 0.283333]]	(-401.540582311591, -537.8251135640727, 44.00064000000003, 387.40045999999984, -68.99954000000014, -112.99982, 215.10018000000002)
[[0.829167, 0.822685, 0.123958, 0.347222], [0.86276, 0.603704, 0.049479, 0.205556], [0.807292, 0.730556, 0.090625, 0.4], [0.730208, 0.784259, 0.115625, 0.427778]]	(-7161.47228374652, -3743.2102577260443, 237.99936000000025, 374.0000799999999, -159.9999200000001, -370.0996799999999, -0.9996799999998984)
[[0.673438, 0.870833, 0.241667, 0.256481], [0.807292, 0.730556, 0.090625, 0.4], [0.666927, 0.756944, 0.075521, 0.482407], [0.730208, 0.784259, 0.115625, 0.427778]]	(-49595.56396507171, -22980.258366175556, 464.00064, 276.0001, -30.399900000000002, -742.7993799999999, -0.9993799999999737)
[[0.143229, 0.746296, 0.080208, 0.214815], [0.142187, 0.689815, 0.072917, 0.32037]]	(-420.07042996570823, -893.3976523344764, 153.99935999999997, 231.00042000000008, -117.99957999999992, -349.99978, -0.999779999999987)
[[0.233073, 0.763889, 0.095312, 0.272222], [0.231771, 0.662963, 0.0875, 0.283333], [0.327865, 0.762037, 0.134896, 0.425926]]	(-401.540582311591, -537.8251135640727, 182.99904000000004, 331.3997599999999, -125.00024000000008, -419.0, -90.89999999999998)
[[0.323177, 0.851389, 0.145313, 0.293519], [0.231771, 0.662963, 0.0875, 0.283333], [0.356771, 0.705556, 0.073958, 0.342593], [0.327865, 0.762037, 0.134896, 0.425926]]	(-4532.857142857143, -4935.446428571428, 279.00096, 317.00014, -183.99986, -501.00037999999995, -0.00037999999995008693)
[[0.091406, 0.597222, 0.039062, 0.087037]]	(-20.073563211929542, -75.9184160385545, 74.99904000000001, 89.70022000000006, -26.999779999999987, -120.99974000000009, 27.800259999999867)
[[0.205469, 0.553241, 0.011979, 0.034259]]	(-214.5125, -349.60625, 22.999680000000012, 134.99958000000004, -12.000419999999963, -49.00013999999999, 97.99986000000001)
[[0.211198, 0.806944, 0.420312, 0.380556], [0.2375, 0.701389, 0.178125, 0.597222], [0.071615, 0.699074, 0.142187, 0.601852]]	(739.4284009950417, 765.9005719797607, 806.99904, 414.0007200000001, -353.9992799999999, -490.49976000000015, 3.000239999999849)
[[0.115625, 0.784259, 0.230208, 0.427778]]	(-55.658892476867656, -125.01572868816426, 441.99936, 461.0003999999999, -0.9996000000001004, -165.39983999999993, -0.9998399999999492)
[[0.45599, 0.812963, 0.373437, 0.374074], [0.486198, 0.699537, 0.271354, 0.59537]]	(2615.380584802269, 1495.4293229612226, 716.9990400000002, 403.99992, -126.10008000000005, -752.9, 0.0)
[[0.939583, 0.476389, 0.0375, 0.099074], [0.943229, 0.434722, 0.042708, 0.162037], [0.873958, 0.626852, 0.163542, 0.498148]]	(-3125.826047633379, -768.7391822909389, 72.00000000000023, 126.59984000000003, -57.500159999999994, -218.00008000000003, -14.30007999999998)
[[0.888542, 0.735185, 0.164583, 0.488889], [0.873958, 0.626852, 0.163542, 0.498148]]	(-2458.501238464788, -888.2309482199948, 315.99936, 550.00026, -70.59974, -675.19986, -136.39985999999988)
[[0.363802, 0.581944, 0.080729, 0.139815], [0.396354, 0.493519, 0.039583, 0.122222], [0.361198, 0.524074, 0.072396, 0.161111], [0.291927, 0.558333, 0.107813, 0.22037], [0.4201755991249825, 0.5401405591441978, 0.0499128866644079, 0.1590794393312339]]	(-384.17071601591, -279.1220677676251, 154.9996799999999, 150.00058, -66.09942000000001, -233.09962000000007, -66.89962000000003)
[[0.279167, 0.730556, 0.13125, 0.288889], [0.291927, 0.558333, 0.107813, 0.22037]]	(-428.9369505878983, -423.22785325734725, 251.99999999999994, 333.39958, -111.70042000000001, -473.60054, -126.50054)
[[0.094271, 0.806481, 0.1875, 0.387037], [0.082292, 0.731481, 0.163542, 0.533333]]	(-2754.7001047997305, -6700.77732897763, 360.0, 417.0005, -244.79950000000002, -411.49946, -0.9994599999999991)
[[0.356771, 0.848148, 0.401042, 0.303704], [0.314583, 0.699537, 0.201042, 0.539815]]	(5386.804389375607, 4568.068276416229, 770.00064, 328.00032, -370.79968, -463.29999999999995, 0.0)
[[0.718229, 0.818981, 0.379167, 0.358333], [0.765365, 0.783333, 0.258854, 0.425926]]	(-4226.994290265286, -1918.7956449861902, 728.00064, 389.00034000000005, 51.7003400000001, -566.8992999999999, 2.0007000000000517)
[[0.669271, 0.701852, 0.064583, 0.159259], [0.673438, 0.668056, 0.059375, 0.182407], [0.746094, 0.778704, 0.113021, 0.440741]]	(-2767.001604284243, -1464.086158143183, 123.99936000000025, 171.99969999999996, 3.4996999999999616, -250.90002000000004, -2.0000000063191692e-05)
[[0.740625, 0.85463, 0.227083, 0.287037], [0.673438, 0.668056, 0.059375, 0.182407], [0.746094, 0.778704, 0.113021, 0.440741]]	(-7845.06317710831, -3866.0620962960325, 435.9993599999998, 310.99958000000004, -88.90041999999994, -544.70038, 0.9996200000000499)
[[0.063802, 0.822222, 0.126562, 0.355556], [0.073438, 0.66713, 0.069792, 0.169444], [0.032813, 0.675926, 0.063542, 0.22963], [0.161458, 0.777778, 0.1125, 0.438889]]	(-107.35017204150216, -413.24171178728125, 242.99904, 384.0004799999999, -167.0995200000001, -403.1, 0.0)
[[0.156771, 0.844444, 0.232292, 0.307407], [0.073438, 0.66713, 0.069792, 0.169444], [0.032813, 0.675926, 0.063542, 0.22963], [0.161458, 0.777778, 0.1125, 0.438889]]	(-632.4477098119823, -1083.491961325869, 446.00064, 331.00026, -293.09974, -352.3992999999999, -0.9992999999999483)
[[0.721875, 0.752778, 0.522917, 0.494444], [0.632812, 0.668981, 0.196875, 0.628704]]	(9941.463798862762, 4953.974102950593, 1004.00064, 487.6995200000001, -267.4004799999999, -282.79999999999995, 0.0)
[[0.35026, 0.859722, 0.258854, 0.276852], [0.496354, 0.726389, 0.230208, 0.547222]]	(7987.007357933257, 3369.947739949404, 496.99967999999984, 298.0003200000001, -111.09967999999992, -755.7998399999999, -0.9998399999999492)
[[0.650781, 0.621759, 0.073438, 0.197222], [0.658854, 0.44213, 0.075, 0.228704]]	(-6448.263575361745, -2609.1170750369124, 141.00095999999985, 224.50016000000005, -199.69983999999994, -435.89959999999996, -29.59960000000001)
[[0.416667, 0.746296, 0.371875, 0.503704], [0.422396, 0.670833, 0.289583, 0.643519]]	(2094.334614948493, 1271.335879666085, 714.0, 543.00048, -161.59951999999998, -691.2998399999999, -68.69984)
[[0.24375, 0.809722, 0.364583, 0.375], [0.234375, 0.719907, 0.242708, 0.560185]]	(4085.1122611464893, 4446.1175690021155, 699.9993599999999, 405.00023999999996, -337.19976, -360.7997600000001, 0.0002399999998488056)
[[0.488802, 0.540741, 0.006771, 0.025926]]	(-6836.955465587044, -5428.961763382816, 13.000319999999988, 509.9997599999999, 7.999759999999924, -20.000319999999988, 481.99968)
[[0.516667, 0.548611, 0.007292, 0.034259]]	(-6836.955465587044, -5428.961763382816, 14.000640000000203, 505.99998000000005, 3.9999800000000505, -32.999739999999974, 469.00026)
[[0.50651, 0.551389, 0.016146, 0.039815]]	(-6836.955465587044, -5428.961763382816, 31.000319999999988, 505.99997999999994, 3.999979999999937, -39.00022000000001, 462.99978)
[[0.470833, 0.549537, 0.014583, 0.05463]]	(-6836.955465587044, -5428.961763382816, 27.999360000000024, 516.00024, 14.000239999999962, -45.00016000000005, 456.99983999999995)
[[0.457031, 0.535648, 0.008854, 0.025]]	(-6836.955465587044, -5428.961763382816, 16.999680000000012, 515.0001599999999, 13.000159999999937, -13.99983999999995, 488.00016000000005)
[[0.452604, 0.858333, 0.182292, 0.242593], [0.45026, 0.767593, 0.167187, 0.464815]]	(-6836.955465587044, -5428.961763382816, 350.00064, 284.00058, -217.99942, -479.9998600000001, 22.000139999999874)
[[0.481771, 0.547222, 0.010417, 0.035185]]	(-6836.955465587044, -5428.961763382816, 20.000639999999976, 508.00014, 6.000139999999988, -31.99965999999995, 470.00034000000005)
[[0.2875, 0.893519, 0.155208, 0.211111], [0.226562, 0.78287, 0.223958, 0.434259]]	(-455.2242530127709, -600.5078963103165, 297.9993600000001, 227.9994200000001, -317.30057999999985, -313.70046, -0.00045999999997548)
[[0.419833, 0.56713, 0.034878, 0.05463]]	(-777.999127781719, -545.4526010308954, 67.00063799999998, 58.99979999999994, -19.000200000000063, -107.70060000000001, -0.0005999999999630745)
[[0.290474, 0.617593, 0.035398, 0.118519], [0.269391, 0.57963, 0.033837, 0.159259], [0.337585, 0.641667, 0.07444, 0.259259], [0.207184, 0.766204, 0.16658, 0.460185]]	(-549.6050592454004, -560.5999557429773, 67.99955800000009, 127.99982000000011, -23.000179999999887, -258.7006999999999, -0.0006999999999379725)
[[0.340187, 0.725, 0.080687, 0.253704], [0.337585, 0.641667, 0.07444, 0.259259]]	(-2261.2359810382704, -2281.370274020118, 154.9997269999999, 274.00015999999994, -92.99984000000006, -367.00015999999994, -0.00015999999993709935)
[[0.197553, 0.859722, 0.193129, 0.276852], [0.207184, 0.766204, 0.16658, 0.460185]]	(-2985.0109282719714, -3932.4110387435603, 371.00080900000006, 298.0003200000001, -43.59967999999992, -695.59984, -0.9998399999999492)
[[0.439583, 0.825926, 0.188542, 0.346296], [0.415885, 0.690278, 0.207813, 0.619444]]	(1012.2198153186296, 730.9927279571548, 362.0006400000001, 372.9997599999999, -304.0002400000001, -677.99992, -0.9999199999999746)
[[0.696615, 0.748148, 0.210938, 0.503704], [0.75599, 0.533796, 0.077604, 0.39537], [0.73151, 0.65463, 0.074479, 0.572222], [0.686719, 0.628241, 0.180729, 0.536111]]	(-4744.315664997592, -2111.657701888775, 405.0009600000001, 544.00032, -131.19968, -723.3, -115.79999999999995)
[[0.34974, 0.505093, 0.033854, 0.082407]]	(-659.6718958069563, -478.91236379954296, 64.99968000000013, 90.79933999999992, -40.400660000000016, -140.10022000000004, -14.300219999999968)
[[0.405729, 0.559259, 0.055208, 0.155556], [0.409115, 0.512037, 0.053646, 0.172222]]	(-659.8841886494396, -439.7620606856331, 105.99936000000002, 177.7005200000001, -59.19947999999994, -234.29996, -47.29995999999994)
[[0.220833, 0.566204, 0.1, 0.175], [0.265365, 0.715741, 0.133854, 0.516667], [0.167708, 0.720833, 0.15625, 0.558333]]	(1898.7861316688882, 2380.5721663420445, 192.0, 562.99968, -78.20031999999998, -194.10032000000012, 368.69967999999994)
[[0.047917, 0.569444, 0.05625, 0.201852], [0.042448, 0.606944, 0.083854, 0.326852]]	(-56.23522188516814, -154.16150645524442, 108.0, 421.00056000000006, -57.699439999999925, -142.0995999999999, 99.60040000000015)
[[0.103906, 0.540741, 0.058854, 0.114815], [0.042448, 0.606944, 0.083854, 0.326852], [0.167708, 0.720833, 0.15625, 0.558333]]	(-56.23522188516814, -154.16150645524442, 112.99968000000001, 404.99982, -73.70017999999999, -64.10037999999997, 177.59962000000007)
[[0.063542, 0.697222, 0.126042, 0.324074], [0.042448, 0.606944, 0.083854, 0.326852], [0.167708, 0.720833, 0.15625, 0.558333]]	(-56.23522188516814, -154.16150645524442, 242.00063999999995, 349.00019999999995, -129.69980000000004, -346.09972000000005, -104.39972)
[[0.225, 0.810185, 0.242708, 0.37963], [0.265365, 0.715741, 0.133854, 0.516667], [0.167708, 0.720833, 0.15625, 0.558333]]	(1898.7861316688882, 2380.5721663420445, 465.99936, 410.0003999999999, -231.1996000000001, -568.1, -5.2999999999999545)
[[0.813281, 0.588889, 0.117188, 0.296296], [0.801302, 0.516204, 0.122396, 0.376852], [0.804948, 0.494907, 0.100521, 0.317593]]	(-2275.755850187153, -743.7545460810198, 225.0009600000003, 333.29972, -114.00027999999998, -435.79996, -82.99995999999999)
[[0.535417, 0.801852, 0.26875, 0.392593], [0.419271, 0.696759, 0.3375, 0.606481]]	(1189.6880778052962, 696.7195740445733, 516.0000000000002, 424.00005999999996, -238.99994000000004, -648.70038, -0.00037999999995008693)
[[0.938281, 0.55463, 0.038021, 0.092593], [0.945312, 0.527778, 0.026042, 0.107407], [0.951562, 0.630093, 0.09375, 0.312037]]	(-5291.502931134446, -1650.3768601430136, 73.0003200000001, 99.99982, -44.00018, -144.0006199999999, -0.0006199999999125794)
[[0.947917, 0.681944, 0.104167, 0.256481], [0.945312, 0.527778, 0.026042, 0.107407], [0.951562, 0.630093, 0.09375, 0.312037]]	(-7013.4012050976835, -2540.8592490659257, 200.00063999999998, 276.00022, 64.10022000000004, -360.8992599999999, -0.9992599999999356)
[[0.984635, 0.811111, 0.029687, 0.177778], [0.951562, 0.630093, 0.09375, 0.312037]]	(-7013.4012050976835, -2540.8592490659257, 56.99903999999992, 94.00023999999996, -117.89976000000001, -457.9, -98.0)
[[0.811198, 0.850463, 0.375521, 0.29537], [0.951562, 0.630093, 0.09375, 0.312037], [0.807292, 0.739815, 0.11875, 0.512963]]	(92400.14447219005, 33604.894041470856, 721.0003199999999, 317.99976000000015, -25.10023999999987, -766.7998399999999, -0.9998399999999492)
[[0.257812, 0.553241, 0.058333, 0.158333], [0.267188, 0.475, 0.038542, 0.142593]]	(-490.5860839600213, -459.70941176616265, 111.99935999999997, 181.69954000000007, 7.299539999999979, -296.20009999999996, -41.000099999999975)
[[0.049219, 0.65787, 0.031771, 0.097222], [0.021094, 0.568519, 0.040104, 0.259259]]	(-8.970528034258402, -51.75641103552827, 61.00031999999999, 104.00027999999998, -192.99972000000002, -105.09947999999997, -0.9994799999999486)
[[0.617969, 0.596759, 0.074479, 0.228704], [0.633073, 0.506944, 0.051562, 0.273148]]	(1894.9968731329607, 903.5028322747056, 142.9996799999999, 171.10043999999994, -98.49956000000009, -368.89988000000005, 24.000119999999924)
[[0.703125, 0.752778, 0.163542, 0.477778], [0.633073, 0.506944, 0.051562, 0.273148], [0.698958, 0.656019, 0.079167, 0.549074]]	(1269.180829504579, 658.2384141117182, 314.0006400000002, 277.1998800000001, -206.7001199999999, -617.30036, 8.99964)
[[0.865104, 0.905093, 0.26875, 0.189815], [0.89375, 0.725926, 0.160417, 0.548148]]	(27403.07598389453, 10341.483912212829, 516.0, 204.99965999999995, -228.80034, -711.60054, -0.0005400000000008731)
[[0.120313, 0.447222, 0.007292, 0.109259]]	(1372.7035272300482, 1353.5122379453903, 14.000640000000004, 653.0001, -76.8999, 52.50037999999995, 535.00038)
[[0.228646, 0.78287, 0.441667, 0.434259], [0.195573, 0.702778, 0.170313, 0.594444]]	(1372.7035272300482, 1353.5122379453903, 848.00064, 466.00026, -263.89973999999995, -485.49946, -2.999459999999999)
[[0.901042, 0.454167, 0.029167, 0.093519], [0.901563, 0.421296, 0.035417, 0.116667]]	(-11261.851204775425, -2983.5262429933755, 56.00063999999975, 100.99990000000003, -49.000099999999975, -150.0006199999999, -0.0006199999999125794)
[[0.246094, 0.802315, 0.415104, 0.387963], [0.066146, 0.525, 0.06875, 0.351852], [0.189062, 0.653704, 0.20625, 0.661111]]	(588.552458676591, 524.4750447103627, 796.9996799999999, 335.69982000000005, -321.80018, -669.6002200000001, 3.9997799999998733)
[[0.123698, 0.648611, 0.169271, 0.371296], [0.16901, 0.543519, 0.052604, 0.362963], [0.1375, 0.556481, 0.054167, 0.366667]]	(-527.1546027851216, -780.1113199110442, 325.00032, 439.19996000000003, -23.500040000000013, -554.0997200000002, -120.39972000000012)
[[0.314063, 0.793519, 0.172917, 0.412963], [0.308854, 0.706944, 0.102083, 0.586111]]	(2314.2859086886415, 2072.5149779428657, 332.00064, 445.9995, -75.60050000000001, -777.30054, -0.0005400000000008731)
[[0.198177, 0.435185, 0.006771, 0.035185]]	(-527.1546027851216, -780.1113199110442, 13.000320000000045, 488.2001000000001, 25.50010000000003, -142.09970000000004, 291.6003)
[[0.220573, 0.810648, 0.436979, 0.375], [0.20651, 0.685648, 0.306771, 0.628704]]	(619.7626035324441, 649.4128137303817, 838.99968, 407.00015999999994, -463.69984000000005, -383.8998399999999, 2.000160000000051)
[[0.600521, 0.476852, 0.033333, 0.098148], [0.597917, 0.454167, 0.034375, 0.099074]]	(-3212.8393837705917, -1356.9840604026845, 63.999360000000024, 105.99976000000004, -29.000239999999962, -135.00008000000003, -8.000000002539309e-05)
[[0.54375, 0.509722, 0.016667, 0.102778]]	(-3163.536014618411, -1580.2757733400458, 32.000639999999976, 110.00036, -40.99964, -151.99988000000008, -0.9998800000000756)
[[0.859375, 0.928241, 0.28125, 0.143519], [0.875781, 0.743519, 0.248438, 0.512963]]	(36537.69376467397, 15089.877224321992, 540.0, 154.99997999999994, -389.1000200000001, -574.10054, -0.0005400000000008731)
[[0.319271, 0.759722, 0.410417, 0.473148], [0.277604, 0.656481, 0.273958, 0.683333]]	(876.7330534589407, 608.2708060071905, 788.0006399999999, 512.00016, -199.19983999999994, -754.7996800000001, 1.0003199999998742)
[[0.625781, 0.335185, 0.029687, 0.035185]]	(9695.802214177145, 4603.404446052112, 56.99904000000015, 737.0001, 148.1001, -175.1997, 579.6003000000001)
[[0.601042, 0.334722, 0.023958, 0.034259]]	(9695.802214177145, 4603.404446052112, 45.9993599999998, 737.0001, 148.1001, -174.19962000000004, 580.60038)
[[0.857292, 0.356481, 0.008333, 0.018519]]	(-6262.185005344328, -1511.3686364330433, 15.999360000000024, 66.00077999999996, -6.999220000000037, -26.999739999999974, 46.000260000000026)
[[0.825521, 0.356944, 0.00625, 0.017593]]	(-7769.31446899501, -1926.6549536707057, 12.000000000000227, 55.000699999999995, -7.999300000000005, -26.999739999999974, 36.000260000000026)
[[0.834115, 0.377315, 0.014063, 0.043519]]	(-7769.31446899501, -1926.6549536707057, 27.00095999999985, 47.00005999999996, -15.999940000000038, -63.000459999999975, -0.00045999999997548)
[[0.861458, 0.39213, 0.014583, 0.032407]]	(-6262.185005344328, -1511.3686364330433, 27.999360000000024, 34.99938000000003, -38.00061999999997, -73.00017999999994, -0.00017999999994344762)
[[0.897917, 0.411111, 0.027083, 0.077778], [0.894792, 0.390741, 0.035417, 0.094444]]	(-9799.647945578232, -2395.2201904761905, 51.999360000000024, 84.00024000000002, -33.99975999999998, -118.0, 0.0)
[[0.491146, 0.800926, 0.304167, 0.398148], [0.488281, 0.685185, 0.121354, 0.6]]	(9695.802214177145, 4603.404446052112, 584.0006399999999, 429.99983999999995, -158.90016000000003, -874.2, -119.39999999999998)
[[0.401302, 0.732407, 0.316146, 0.533333], [0.360417, 0.65463, 0.19375, 0.687037], [0.615885, 0.661574, 0.246354, 0.675]]	(827.1810102878485, 581.9571764751815, 607.00032, 377.4002599999999, -221.9997400000001, -653.69938, 1.0006200000000263)
[[0.822917, 0.434722, 0.052083, 0.139815], [0.785156, 0.418056, 0.065104, 0.199074], [0.829688, 0.382407, 0.055208, 0.164815], [0.858333, 0.406019, 0.040625, 0.163889]]	(-1823.9666565956381, -453.2901927372901, 99.99936000000025, 150.00034, -54.699659999999994, -228.89985999999988, -47.29985999999991)
[[0.777604, 0.52037, 0.065625, 0.205556], [0.785156, 0.418056, 0.065104, 0.199074]]	(3092.5072368470082, 991.8549829983373, 126.0, 166.00063999999998, -55.09936000000005, -369.69984000000005, 13.500159999999937)
[[0.853385, 0.495833, 0.053646, 0.156481], [0.829688, 0.382407, 0.055208, 0.164815], [0.858333, 0.406019, 0.040625, 0.163889]]	(-2080.974482627522, -575.7498191327877, 103.0003200000001, 194.70010000000002, -100.99990000000003, -269.99938, -34.89937999999995)
[[0.92474, 0.743981, 0.150521, 0.512037], [0.944271, 0.643981, 0.111458, 0.537963]]	(68147.41528567846, 25564.154093494744, 289.0003199999999, 552.0005, 93.10050000000001, -718.49946, -0.9994599999999991)
[[0.661979, 0.905556, 0.254167, 0.187037], [0.848437, 0.751389, 0.275, 0.497222]]	(-3257.2426625372013, -1273.2261406499745, 488.00064, 201.9995, 89.59950000000003, -682.7004600000002, -0.0004600000002028537)
